Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Ante Budimir,17,CRO,Forward,33-272,90,2,0,1,1,5,2,0,0,1,2,0,0,1,0,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,7/22/1991
Aimar Oroz,10,ESP,Central Midfielder,23-144,90,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,11/27/2001
Lucas Torro,6,ESP,Central Midfielder,30-275,90,0,0,0,0,2,1,0,0,2,0,0,0,0,2,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,7/19/1994
Jon Moncayola,7,ESP,Central Midfielder,26-342,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,5/13/1998
Pablo Ibanez,8,ESP,Midfielder,26-212,81,0,0,0,0,1,1,0,0,1,3,0,0,0,1,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,9/20/1998
Iker Munoz,18,ESP,Midfielder,22-166,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,11/5/2002
Abel Bretones,23,ESP,Left Back,24-242,90,0,0,0,0,1,0,0,0,4,2,0,2,3,1,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,8/20/2000
Jorge Herrando,5,ESP,Centre-Back,24-051,90,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Almería, Spain",summary,away,2/27/2001
Catena,24,ESP,Centre-Back,30-174,90,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Vitoria-Gasteiz, Spain",summary,away,10/28/1994
Enzo Boyomo,22,CMR,Centre-Back,23-195,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Vitoria-Gasteiz, Spain",summary,away,10/7/2001
Jesus Areso,12,ESP,Right Back,25-292,85,0,1,0,0,0,0,0,0,0,1,0,2,3,0,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Vitoria-Gasteiz, Spain",summary,away,7/2/1999
Ruben Pena,15,ESP,Defender / Midfielder,33-276,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Vitoria-Gasteiz, Spain",summary,away,7/18/1991
Sergio Herrera,1,ESP,Goalkeeper,31-319,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Vitoria-Gasteiz, Spain",summary,away,6/5/1993
15 Players,,,,,990,3,2,1,1,11,6,1,0,17,12,0,9,12,9,0,,,"Sunday April 20, 2025",Valladolid,Osasuna,3-Feb,"Vitoria-Gasteiz, Spain",summary,away,
Thierno Barry,15,FRA,Forward,22-181,90,0,0,0,0,10,3,0,0,2,1,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,10/21/2002
Ayoze Perez,22,ESP,Forward,31-265,90,1,0,0,0,3,1,0,0,1,7,1,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,7/29/1993
Denis Suarez,6,ESP,Left Midfielder,31-104,58,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,1/6/1994
Nicolas Pepe,19,CIV,Forward / Midfielder,29-326,32,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,5/29/1995
Daniel Parejo,10,ESP,Central Midfielder,36-004,69,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,4/16/1989
Pape Gueye,18,SEN,Midfielder,26-086,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,1/23/1999
Santi Comesana,14,ESP,Central Midfielder,28-197,90,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,10/4/1996
Yeremi Pino,21,ESP,Right Midfielder,22-182,87,1,1,0,0,1,1,1,0,2,0,1,3,2,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,10/20/2002
Karl Etta Eyong,36,CMR,Forward,21-188,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,10/14/2003
Sergi Cardona,23,ESP,Left Back,25-286,69,0,1,0,0,0,0,1,0,1,0,0,5,1,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,7/8/1999
Alfonso Pedraza,24,ESP,Defender / Forward,29-011,21,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,4/8/1996
Logan Costa,2,CPV,Centre-Back,24-019,90,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,4/1/2001
Juan Foyth,8,ARG,Centre-Back,27-098,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,1/12/1998
Kiko Femenia,17,ESP,Right Back,34-077,90,0,0,0,0,0,0,1,0,2,1,0,1,3,3,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,2/1/1991
Luiz Lucio Reis Junior,1,BRA,Goalkeeper,24-096,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,1/14/2001
15 Players,,,,,990,2,2,0,0,20,5,4,0,12,11,2,29,7,4,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,home,
Mikel Oyarzabal,10,ESP,Forward,27-364,90,2,0,1,1,2,2,0,0,0,2,1,0,1,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,4/21/1997
Sergio Gomez,17,ESP,Left Winger,24-228,90,0,0,0,0,0,0,1,0,1,0,0,7,3,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,9/3/2000
Luka Sucic,24,CRO,Attacking Midfielder,22-224,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,9/8/2002
Jon Pacheco,20,ESP,Defender,24-102,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,1/7/2001
Pablo Marin,28,ESP,Attacking Midfielder,21-291,90,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,7/3/2003
Takefusa Kubo,14,JPN,Right Winger,23-320,84,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,6/4/2001
Brais Mendez,23,ESP,Forward / Midfielder,28-103,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,1/6/1997
Benat Turrientes,22,ESP,Defensive Midfielder,23-079,69,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,1/30/2002
Olasagasti,16,ESP,Midfielder,24-247,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,8/15/2000
Aihen Munoz,3,ESP,Left Back,27-247,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,8/16/1997
Javi Lopez,12,ESP,Defender,23-026,27,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Vitoria-Gasteiz, Spain",summary,away,3/25/2002
Aritz Elustondo,6,ESP,Centre-Back,31-023,90,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Madrid, Spain",summary,away,3/28/1994
Jon Martin,31,ESP,Centre-Back,18-362,90,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Madrid, Spain",summary,away,4/23/2006
Hamari Traore,18,MLI,Right Back,33-083,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Madrid, Spain",summary,away,1/27/1992
Jon Aramburu,19,VEN,Defender,22-271,27,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Madrid, Spain",summary,away,7/23/2002
Alex Remiro,1,ESP,Goalkeeper,30-027,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Madrid, Spain",summary,away,3/24/1995
16 Players,,,,,990,2,0,1,1,4,4,1,0,12,10,1,11,11,7,0,,,"Sunday April 20, 2025",Villarreal,Real Sociedad,2-Feb,"Madrid, Spain",summary,away,
Isaac Romero,7,ESP,Forward,24-337,58,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,5/17/2000
Suso,10,ESP,Forward / Midfielder,31-152,32,0,0,0,0,1,0,1,0,0,1,0,5,0,1,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,11/19/1993
Chidera Ejuke,21,NGA,Attacking Midfielder,27-108,45,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,1/2/1998
Saul Niguez,17,ESP,Midfielder,30-150,45,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,11/21/1994
Peque,14,ESP,Attacking Midfielder,22-198,80,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,10/4/2002
Manu Bueno,28,ESP,Midfielder,20-267,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,7/26/2004
Dodi Lukebakio,11,BEL,Attacking Midfielder,27-208,90,0,0,0,0,1,1,0,0,1,3,1,3,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,9/24/1997
Nemanja Gudelj,6,SRB,Defensive Midfielder,33-155,90,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,11/16/1991
Lucien Agoume,18,FRA,Defensive Midfielder,23-070,59,0,1,0,0,0,0,0,0,2,1,0,3,1,3,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,2/8/2002
Djibril Sow,20,SUI,Midfielder,28-073,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,2/5/1997
Adria Pedrosa,3,ESP,Left Back,26-342,90,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,5/13/1998
Ramon Martinez,35,ESP,Centre-Back,22-180,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,10/22/2002
Loic Bade,22,FRA,Centre-Back,25-009,90,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,4/10/2000
Carmona,2,ESP,Right Back,23-081,80,0,0,0,0,1,0,0,0,1,1,0,4,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,1/28/2002
Juanlu Sanchez,26,ESP,Defender / Midfielder,21-248,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,8/15/2003
Orjan Nyland,13,NOR,Goalkeeper,34-222,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,9/10/1990
16 Players,,,,,990,1,1,0,0,10,2,2,0,10,10,1,20,11,12,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,home,
Kike,17,ESP,Forward,35-146,90,1,0,0,0,3,1,0,0,2,3,1,1,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,11/25/1989
Carles Alena,21,ESP,Attacking Midfielder,27-105,68,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,1/5/1998
Tomas Conechny,10,ARG,Forward / Midfielder,27-021,22,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,3/30/1998
Jon Guridi,18,ESP,Attacking Midfielder,30-051,68,0,0,0,0,2,0,1,0,1,0,0,2,1,1,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,2/27/1995
Carlos Martin,15,ESP,Forward / Midfielder,22-363,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,4/22/2002
Carlos Vicente,7,ESP,Attacking Midfielder,25-362,90,0,1,0,0,3,1,0,0,0,1,0,9,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,4/23/1999
Antonio Blanco,8,ESP,Defensive Midfielder,24-271,90,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,7/22/2000
Joan Jordan,24,ESP,Defensive Midfielder,30-288,76,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,7/6/1994
Ander Guevara,6,ESP,Midfielder,27-287,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Madrid, Spain",summary,away,7/7/1997
Moussa Diarra,22,MLI,Left Back,24-161,90,0,0,0,0,0,0,1,0,2,0,0,3,4,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Seville, Spain",summary,away,11/9/2000
Aleksandar Sedlar,4,SRB,Centre-Back,33-128,90,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Seville, Spain",summary,away,12/12/1991
Facundo Garces,2,MAS,Centre-Back,25-227,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Seville, Spain",summary,away,9/5/1999
Nahuel Tenaglia,14,ARG,Right Back,29-058,90,0,0,0,0,0,0,0,0,1,2,0,4,2,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Seville, Spain",summary,away,2/20/1996
Antonio Sivera,1,ESP,Goalkeeper,28-252,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Seville, Spain",summary,away,8/10/1996
14 Players,,,,,990,1,1,0,0,11,3,2,0,11,10,2,25,11,5,0,,,"Sunday April 20, 2025",Sevilla,Alavés,1-Jan,"Seville, Spain",summary,away,
Vinicius Junior,7,BRA,Forward,24-282,90,0,0,0,0,4,0,0,0,0,3,0,8,1,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,7/11/2000
Rodrygo,11,BRA,Forward,24-101,77,0,0,0,0,2,1,0,0,0,2,0,4,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,1/8/2001
Brahim Diaz,21,MAR,Forward / Midfielder,25-260,13,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,8/3/1999
Jude Bellingham,5,ENG,Attacking Midfielder,21-295,90,0,0,0,0,5,1,0,0,2,1,0,2,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,6/29/2003
Dani Ceballos,19,ESP,Defensive Midfielder,28-256,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,8/6/1996
Endrick,16,BRA,Forward,18-273,33,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,7/21/2006
Aurelien Tchouameni,14,FRA,Defensive Midfielder,25-083,90,0,0,0,0,0,0,0,0,1,2,0,0,3,4,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,1/26/2000
Luka Modric,10,CRO,Defensive Midfielder,39-223,77,0,0,0,0,1,0,0,0,1,0,0,8,3,1,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,9/9/1985
Arda Guler,15,TUR,Midfielder,20-054,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,2/24/2005
Eduardo Camavinga,6,FRA,Left Back,22-161,90,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,11/10/2002
Antonio Rudiger,22,GER,Centre-Back,32-048,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,3/3/1993
Raul Asencio,35,ESP,Centre-Back,22-066,82,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,2/13/2003
Lucas Vazquez,17,ESP,Defender / Forward,33-293,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,7/1/1991
Federico Valverde,8,URU,Right Back,26-272,90,1,0,0,0,7,3,0,0,0,0,0,3,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,7/22/1998
Thibaut Courtois,1,BEL,Goalkeeper,32-344,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,5/10/1992
15 Players,,,,,990,1,0,0,0,22,7,1,0,7,14,1,29,12,6,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,home,
Gorka Guruzeta,12,ESP,Forward,28-220,61,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,9/11/1996
Maroan Sannadi,21,MAR,Forward,24-078,29,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,2/1/2001
Unai Gomez,20,ESP,Attacking Midfielder,21-330,71,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,5/25/2003
Inigo Lekue,15,ESP,Defender / Midfielder,31-351,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,5/4/1993
Alex Berenguer,7,ESP,Attacking Midfielder,29-290,61,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,7/4/1995
Oihan Sancet,8,ESP,Forward / Midfielder,24-360,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,4/24/2000
Alvaro djalo,11,GNB,Attacking Midfielder,25-247,61,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,8/16/1999
Inaki Williams,9,GHA,Forward / Midfielder,30-309,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,6/15/1994
Mikel Vesga,6,ESP,Defensive Midfielder,31-334,90,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,5/21/1993
Benat Prados,24,ESP,Defensive Midfielder,24-071,90,0,0,0,0,0,0,1,0,5,0,0,0,5,4,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,2/7/2001
Adama Boiro,32,ESP,Left Back,22-302,86,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,6/22/2002
Daniel Vivian,3,ESP,Defender,25-279,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"Seville, Spain",summary,away,7/15/1999
Aitor Paredes,4,ESP,Centre-Back,24-356,90,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"San Sebastián, Spain",summary,away,4/28/2000
Unai Nunez,14,ESP,Centre-Back,28-080,90,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"San Sebastián, Spain",summary,away,1/30/1997
Andoni Gorosabel,2,ESP,Right Back,28-259,90,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"San Sebastián, Spain",summary,away,8/3/1996
Unai Simon,1,ESP,Goalkeeper,27-313,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"San Sebastián, Spain",summary,away,6/11/1997
16 Players,,,,,990,0,0,0,0,3,1,2,0,15,7,0,8,19,11,0,,,"Sunday April 20, 2025",Real Madrid,Athletic Club,Jan-00,"San Sebastián, Spain",summary,away,
Yaser Asprilla,10,COL,Forward,21-153,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,11/19/2003
Donny van de Beek,6,NED,Midfielder,28-003,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,4/18/1997
Arnaut Danjuma,11,NED,Attacking Midfielder,28-080,67,0,0,0,0,2,1,0,0,2,1,1,6,1,0,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,1/30/1997
Cristhian Stuani,7,URU,Forward / Midfielder,38-191,23,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,10/12/1986
Yangel Herrera,21,VEN,Attacking Midfielder,27-097,56,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,1/14/1998
Jhon Solis,22,COL,Midfielder,20-200,34,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,10/2/2004
Viktor Tsyhankov,8,UKR,Attacking Midfielder,27-157,90,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,11/15/1997
Arthur Melo,12,BRA,Defensive Midfielder,28-252,90,0,0,0,0,0,0,1,0,3,2,0,1,1,1,0,,,"Monday April 21, 2025",Girona,Real Betis,3-Jan,"San Sebastián, Spain",summary,home,8/11/1996
