Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Natan,6,BRA,Centre-Back,23-340,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,"Saturday January 11, 2025",Valladolid,Real Betis,Jan-00,"Vigo, Spain",summary,away,2/5/2001
Diego Llorente,3,ESP,Centre-Back,31-148,90,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,,,"Saturday January 11, 2025",Valladolid,Real Betis,Jan-00,"Vigo, Spain",summary,away,8/16/1993
Youssouf Sabaly,23,SEN,Right Back,31-312,72,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,,,"Saturday January 11, 2025",Valladolid,Real Betis,Jan-00,"Vigo, Spain",summary,away,3/5/1993
Jesus Rodriguez,36,ESP,Midfielder,19-051,18,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,,,"Saturday January 11, 2025",Valladolid,Real Betis,Jan-00,"Vigo, Spain",summary,away,11/21/2005
Fran Vieites,25,ESP,Goalkeeper,25-249,90,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,"Saturday January 11, 2025",Valladolid,Real Betis,Jan-00,"Vigo, Spain",summary,away,5/7/1999
16 Players,,,,,990,0,0,0,0,14,3,4,0,10,20,0,30,12,11,0,,,"Saturday January 11, 2025",Valladolid,Real Betis,Jan-00,"Vigo, Spain",summary,away,
Javi Puado,7,ESP,Forward,26-231,90,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,5/25/1998
Jofre,17,ESP,Left Winger,23-208,78,0,0,0,0,6,1,0,0,0,3,0,1,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,6/17/2001
Irvin Cardona,24,MLT,Forward / Midfielder,27-156,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,8/8/1997
Alex Kral,20,CZE,Attacking Midfielder,26-237,89,0,1,0,0,0,0,1,0,2,2,0,1,1,2,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,5/19/1998
Walid Cheddira,16,MAR,Forward,26-355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,1/21/1998
Alvaro Tejero,12,ESP,Attacking Midfielder,28-175,61,0,0,0,0,2,1,0,0,1,1,0,6,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,7/19/1996
Alejo Veliz,9,ARG,Forward,21-114,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,9/19/2003
Antoniu,31,ESP,Right Winger,22-128,61,0,0,0,0,1,1,0,0,1,0,0,4,1,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,9/5/2002
Edu Exposito,8,ESP,Midfielder,28-163,29,0,0,0,0,1,0,0,0,1,2,0,7,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,7/31/1996
Pol Lozano,10,ESP,Defensive Midfielder,25-097,79,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,10/6/1999
Fernando Calero,5,ESP,Defender,29-119,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,9/14/1995
Brian Olivan,14,ESP,Left Back,30-285,90,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,4/1/1994
Leandro Cabrera,6,URU,Centre-Back,33-208,90,1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,6/17/1991
Marash Kumbulla,4,ALB,Centre-Back,24-338,90,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,2/7/2000
Omar El Hilali,23,MAR,Right Back,21-121,90,0,0,0,0,1,0,1,0,3,1,1,2,1,1,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Vigo, Spain",summary,home,9/12/2003
Joan Garcia,1,ESP,Goalkeeper,23-252,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,home,5/4/2001
16 Players,,,,,990,1,1,0,0,15,5,2,0,15,17,2,29,6,7,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,home,
Miguel,9,ESP,Forward,25-130,84,0,1,0,0,4,3,0,0,2,1,1,0,1,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,9/3/1999
Diego,19,ESP,Forward,24-268,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,4/17/2000
Darko Brasanac,14,SRB,Left Midfielder,32-334,90,0,0,0,0,1,0,1,0,6,0,0,1,1,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,2/11/1992
Yvan Neyou,17,CMR,Central Midfielder,28-008,84,0,0,0,0,2,0,0,0,3,3,0,0,1,2,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,1/3/1997
Roberto Lopez,21,ESP,Forward / Midfielder,24-262,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,4/23/2000
Seydouba Cisse,8,GUI,Central Midfielder,23-336,90,1,0,0,0,2,1,0,0,2,2,0,0,1,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,2/9/2001
Dani Raba,10,ESP,Right Midfielder,29-074,67,0,0,0,0,1,0,1,0,1,3,0,5,0,1,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,10/29/1995
Javi Hernandez,20,ESP,Defender,26-254,23,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,5/2/1998
Juan Cruz,11,ESP,Left Back,24-261,90,0,0,0,0,1,1,0,0,0,3,0,3,0,1,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,4/24/2000
Matija Nastasic,22,SRB,Centre-Back,31-289,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,3/28/1993
Sergi,6,ESP,Centre-Back,32-266,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,4/19/1992
Renato Tapia,5,PER,Centre-Back,29-167,90,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,7/28/1995
Valentin Rosier,12,FRA,Right Back,28-145,90,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,8/18/1996
Marko Dmitrovic,13,SRB,Goalkeeper,32-353,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,1/24/1992
15 Players,,,,,990,1,1,0,0,14,6,2,1,19,14,1,13,7,4,0,,,"Saturday January 11, 2025",Espanyol,Leganés,1-Jan,"Girona, Spain",summary,away,
Isaac Romero,7,ESP,Forward,24-238,90,0,0,0,0,3,1,0,0,3,1,2,0,0,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,5/17/2000
Saul Niguez,17,ESP,Attacking Midfielder,30-051,85,0,0,0,0,4,1,0,0,1,0,1,1,1,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,11/21/1994
Peque,14,ESP,Midfielder,22-099,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,10/4/2002
Djibril Sow,20,SUI,Attacking Midfielder,27-340,78,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,2/5/1997
Stanis Idumbo,27,BEL,Midfielder,19-196,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,6/29/2005
Dodi Lukebakio,11,BEL,Attacking Midfielder,27-109,90,0,0,0,0,1,1,0,0,3,0,1,9,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,9/24/1997
Albert Sambi Lokonga,12,BEL,Defensive Midfielder,25-081,90,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,10/22/1999
Lucien Agoume,18,FRA,Defensive Midfielder,22-337,68,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,2/8/2002
Ruben Vargas,5,SUI,Forward / Midfielder,26-159,22,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,8/5/1998
Kike Salas,4,ESP,Left Back,22-263,77,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,4/23/2002
Adria Pedrosa,3,ESP,Defender / Midfielder,26-243,13,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,5/13/1998
Nemanja Gudelj,6,SRB,Centre-Back,33-056,90,0,0,0,0,1,1,0,0,2,2,0,5,2,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,11/16/1991
Loic Bade,22,FRA,Centre-Back,24-275,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,4/10/2000
Carmona,2,ESP,Right Back,22-348,68,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,1/28/2002
Juanlu Sanchez,26,ESP,Defender / Midfielder,21-149,22,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,8/15/2003
Orjan Nyland,13,NOR,Goalkeeper,34-123,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Girona, Spain",summary,home,9/10/1990
16 Players,,,,,990,1,1,0,0,15,5,1,0,16,8,5,22,6,12,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,home,
Hugo Duro,9,ESP,Forward,25-062,68,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,11/10/1999
Umar Sadiq,12,NGA,Forward,27-344,22,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,2/2/1997
Diego Lopez,16,ESP,Attacking Midfielder,22-243,68,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,5/13/2002
Sergi Canos,7,ESP,Forward / Midfielder,27-344,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,2/1/1997
Domingos Andre Ribeiro Almeida,10,POR,Attacking Midfielder,24-226,77,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,5/29/2000
Jose Luis Garcia Vaya,18,ESP,Midfielder,26-153,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,8/11/1998
Luis Rioja,22,ESP,Attacking Midfielder,31-087,90,1,0,0,0,3,1,0,0,0,2,0,3,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,10/16/1993
Enzo Barrenechea,5,ARG,Defensive Midfielder,23-234,89,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,5/22/2001
Jesus Vazquez,21,ESP,Defender,22-009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,1/1/2003
Javier Guerra,8,ESP,Defensive Midfielder,21-243,90,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,5/13/2003
Jose Luis Gaya,14,ESP,Left Back,29-231,67,0,0,0,0,0,0,0,0,2,2,0,2,3,3,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,5/25/1995
Yarek Gasiorowski,24,ESP,Defender,19-365,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,1/11/2005
Cristhian Mosquera,3,ESP,Centre-Back,20-198,90,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,6/26/2004
Cesar Tarrega,15,ESP,Centre-Back,22-320,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,2/25/2002
Dimitri Foulquier,20,FRA,Right Back,31-294,90,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,3/23/1993
Giorgi Mamardashvili,25,GEO,Goalkeeper,24-104,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,9/28/2000
16 Players,,,,,990,1,1,0,0,5,1,2,0,8,15,1,11,15,6,0,,,"Saturday January 11, 2025",Sevilla,Valencia,1-Jan,"Pamplona, Spain",summary,away,
Fabio Silva,37,POR,Forward,22-177,79,0,0,0,1,3,1,0,0,1,7,2,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,7/19/2002
Marc Cardona,9,ESP,Forward,29-188,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,7/8/1995
Alberto Moleiro,10,ESP,Attacking Midfielder,21-104,90,0,0,0,0,3,2,0,0,3,1,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,9/30/2003
Javier Munoz,5,ESP,Attacking Midfielder,29-319,86,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,2/27/1995
Adnan Januzaj,24,BEL,Forward / Midfielder,29-342,4,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,2/5/1995
Sandro Ramirez,19,ESP,Attacking Midfielder,29-187,79,0,0,0,0,1,0,0,0,1,2,0,5,1,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,7/9/1995
Jaime Mata,17,ESP,Forward / Midfielder,36-080,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,10/23/1988
Kirian Rodriguez,20,ESP,Defensive Midfielder,28-313,90,0,0,0,0,3,2,0,0,1,0,0,2,3,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,3/4/1996
Dario Essugo,29,POR,Defensive Midfielder,19-304,79,0,0,0,0,0,0,1,0,4,1,0,0,2,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,3/14/2005
Enzo Loiodice,12,FRA,Midfielder,24-046,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,11/26/2000
Mika Marmol,3,ESP,Left Back,23-195,90,0,0,0,0,1,0,0,0,3,0,0,4,1,3,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,7/1/2001
Scott McKenna,15,SCO,Centre-Back,28-061,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,11/11/1996
Alex Suarez,4,ESP,Centre-Back,31-300,90,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,3/18/1993
Juanma Herzog,28,ESP,Right Back,20-244,45,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,5/12/2004
Manuel Fuster,14,ESP,Forward / Midfielder,27-082,45,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,10/22/1997
Jasper Cillessen,1,NED,Goalkeeper,35-265,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Pamplona, Spain",summary,home,4/22/1989
16 Players,,,,,990,1,0,0,1,15,7,2,0,14,16,2,19,14,8,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,home,
Bertug Yildirim,10,TUR,Forward,22-184,62,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,7/12/2002
Borja Mayoral,9,ESP,Forward,27-282,28,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,4/5/1997
Christantus Uche,6,NGA,Forward,21-238,90,0,1,0,0,2,0,0,0,3,1,0,1,1,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,5/19/2003
Coba da Costa,29,ESP,Left Midfielder,22-170,89,1,1,0,0,2,1,1,0,0,0,0,1,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,7/26/2002
Alex Sola,7,ESP,Defender / Forward,25-217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,6/9/1999
Mauro Arambarri,8,URU,Central Midfielder,29-104,90,0,0,0,0,2,1,1,0,2,3,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,9/30/1995
Luis Milla,5,ESP,Central Midfielder,30-097,90,0,0,0,0,1,0,1,0,2,2,0,8,1,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,10/7/1994
Carles Alena,11,ESP,Right Midfielder,27-007,62,0,0,0,0,1,0,0,0,2,4,0,1,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,1/5/1998
Peter Gonzalez,19,DOM,Midfielder,22-171,28,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,7/25/2002
Iglesias,21,ESP,Left Back,26-193,90,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,7/3/1998
Omar Alderete,15,PAR,Centre-Back,28-017,90,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,12/25/1996
Domingos Duarte,22,POR,Centre-Back,29-308,90,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,3/10/1995
Djene,2,TOG,Right Back,33-012,90,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,12/30/1991
David Soria,13,ESP,Goalkeeper,31-283,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,4/4/1993
14 Players,,,,,990,2,2,0,0,12,3,3,0,17,13,3,16,5,5,0,,,"Sunday January 12, 2025",Las Palmas,Getafe,2-Jan,"Seville, Spain",summary,away,
Julian Alvarez,19,ARG,Forward,24-347,77,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,1/30/2000
Angel Correa,10,ARG,Forward / Midfielder,29-309,13,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,3/9/1995
Antoine Griezmann,7,FRA,Forward,33-297,90,0,0,0,0,1,0,0,0,2,3,0,4,1,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,3/21/1991
Conor Gallagher,4,ENG,Left Midfielder,24-341,45,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,2/5/2000
Samuel Lino,12,BRA,Forward / Midfielder,25-020,45,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,12/23/1999
Pablo Barrios,8,ESP,Central Midfielder,21-211,90,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,6/15/2003
Rodrigo De Paul,5,ARG,Central Midfielder,30-233,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,5/24/1994
Giuliano Simeone,22,ARG,Right Midfielder,22-025,72,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,12/18/2002
Marcos Llorente,14,ESP,Defender / Midfielder,29-348,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,1/30/1995
Javi Galan,21,ESP,Left Back,30-054,90,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,11/19/1994
Clement Lenglet,15,FRA,Centre-Back,29-209,90,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,6/17/1995
Robin Le Normand,24,ESP,Centre-Back,28-062,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,11/10/1996
Nahuel Molina,16,ARG,Right Back,26-281,90,0,0,0,0,1,0,0,0,0,1,0,3,1,1,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,4/6/1998
Jan Oblak,13,SVN,Goalkeeper,32-005,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,1/7/1993
14 Players,,,,,990,1,1,0,0,9,5,2,0,8,14,1,12,7,4,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,home,
Raul,9,ESP,Forward,24-070,77,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,away,11/2/2000
Ante Budimir,17,CRO,Forward,33-174,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,away,7/22/1991
Ruben Garcia,14,ESP,Forward,31-182,84,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Seville, Spain",summary,away,7/14/1993
Jose Arnaiz,20,ESP,Forward / Midfielder,29-272,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Las Palmas, Spain",summary,away,4/15/1995
Moi Gomez,16,ESP,Central Midfielder,30-203,90,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,,,"Sunday January 12, 2025",Atlético Madrid,Osasuna,Jan-00,"Las Palmas, Spain",summary,away,6/23/1994
